"Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","1 - Vous êtes ? ","Votre statut :","Votre ancienneté dans la profession d'enseignant/chercheur (permanent ou non)","Autre statut :","Ancienneté de nomination sur votre premier poste (MCF, PU ou assimilé)","Obtention de l'HDR","Ancienneté de nomination sur votre poste actuel (MCF, PU ou assimilé)","Type de votre établissement","Autre établissement : ","Ville ","Vous êtes rattaché.e à :","Formation en informatique","Formation à forte composante informatique","Autres formations","Vous êtes membre d'un laboratoire","Au total","En Informatique","Distance en temps pour transiter de votre lieu d'enseignement à celui de la recherche","Commentaires éventuels (sur le formulaire ou sur votre situation personnelle)","Faites vous des heures complémentaires ?","Vous les faîtes majoritairement","cette année","ces cinq dernières années","Si vous avez une décharge d'enseignement, à combien se monte-elle en heures en moyenne par an  ","Combien de mois d'aménagement de temps (CRCT, délégation....) avez-vous obtenus ces dix dernières années","Quantité d'étudiants (TD/TP)","Quantité d'heures d'enseignement","Etat général des locaux et matériels","Equilibre volume CM/TD/TP","Organisation (rythme, doublons, horaires...) des enseignements","Relation avec les étudiants","Equipe pédagogique (relations, nombre...)","Equipe technique  (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Evaluation de vos enseignements","Charges administratives (volume, complexité...)","Responsabilités pédagogiques (UE, Année...)","Responsabilité de filière","Pensez-vous qu'il soit reconnu intitutionnellement ?","Appréciation personnelle sur l'enseignement","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement)","Quantité de doctorants/stagiaires/... ces 5 dernières années contribuant à votre recherche","Nbe d'heures de recherche disponibles","Etat général des locaux et matériels","Moyens financiers pérennes","Moyens financiers issus de projets","Equilbre montage de projet/réalisation concrète de projets","Ratio temps montage / taux de succès aux appels nationaux","Ratio temps montage / taux de succès aux appels internationaux","Retio temps montage-discussion / taux de succès aux contrats industriels","Equipe de recherche (relations, nombre...)","Equipe technique (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Charges administratives (projet, ..)","Animation (séminaire, médiatisation...)","Responsabilités locales (équipes, laboratoire...)","Responsabilités nationales ou internationales","Appréciation personnelle sur la recherche","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche)","Avez-vous des charges administratives ?","Resp. administratives","Resp. pédagogiques","Resp. électives (Conseils de composantes, de laboratoire, ...)","Autres","J'apprécie mes charges/activités administratives","J'ai  beaucoup de charges administratives","Je ne les ai pas vraiment ""choisies"" (elles m'ont été imposées / je les ai acceptées parce que personne ne voulait les prendre en charge)","Il y a des charges administratives que j'aurais voulu assurer mais que je n'ai pas pu obtenir","Certains  de mes collègues se défilent trop souvent à accepter ces charges","Mes responsabilités administratives sont bien prises en compte lors de l'évaluation de mon dossier RIPEC","Mes charges/activités administratives influent positivement sur le déroulement de ma carrière","Les moyens financiers pérennes nécessaires à ces activités sont suffisants","Les équipe administratives et/ou techniques nécessaires à ces activités sont suffisantes","J'ai assez d'automie dans ces activités","Quel serait pour vous, la répartition ""idéale"" entre Enseignement/Rech/Adm (donnez votre réponse sous la forme d'un ratio E/R/A - Ex. 45/45/10)","Pensez-vous avoir de bonnes chances d'avoir la RIPEC3 ?","Pensez-vous avoir de bonnes chances de progresser dans votre carrière (changement de grade, de classe... ?","Finalement trouvez vous ce métier encore intéressant ?","Pensez-vous qu'il est attirant pour de jeunes chercheurs ?","Le conseilleriez-vous à un futur docteur en Informatique ?","Pouvez-vous expliquer vos réponses merci ..."
"379","15967471","4/13/2023 16:48","4/13/2023 16:48","4/13/2023 16:48","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (avec HDR)","> 10 ans","","> 10 ans","< 5 ans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Paris","une UFR avec une forte composante en informatique","50 - 100","<50","","majoritairement informatique (rattaché INS2I ou INSIS)","50 - 100","50 - 100","0","","Oui","Par nécessité de service","<50","<50","0","0","2","1","4","2","2","4","3","1","2","4","4","1","0","0","J'aime toujours enseigner mais un demi service me suffirait","","1","0","3","0","2","1","1","1","NC","2","1","2","1","2","NC","NC","J'aime toujours faire de la recherche","","Oui","<5","<5","<5","<5","1","NSPP","5","0","3","0","0","0","0","3","45/45/10","Qui sait, sur un malentendu ...","Qui sait, sur un malentendu ...","2","2","2",""
"380","15967493","4/13/2023 16:49","4/13/2023 16:49","4/13/2023 16:49","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (avec HDR)","> 10 ans","","> 10 ans","entre 5 et 10 ans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Nantes","une UFR avec une composante en informatique","151 - 200","101 - 150",">200","majoritairement informatique (rattaché INS2I ou INSIS)","201 - 300",">300","0","","De façon très exceptionnelle","","","","0","12","3","4","3","3","2","0","0","1","2","NC","1","NC","NC","0","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","","3","2","4","1","2","0","0","2","NC","1","2","2","1","0","0","4","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","","Oui","<5","5 - 8","5 - 8","<5","0","4","5","5","5","0","0","5","1","5","50/50/0","Je n'en ai aucune idée","Non","1","1","1",""
"381","15967537","4/13/2023 16:51","4/13/2023 16:51","4/13/2023 16:51","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 20 ans","> 20 ans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","Nice","une Ecole d'ingénieur avec une forte composante en Informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)","201 - 300","201 - 300","0","","Oui","Par nécessité de service","81 - 120","81 - 120","0","0","3","3","4","3","3","4","4","3","2","3","3","3","3","1","J'aime toujours enseigner","","2","2","3","1","3","1","1","1","1","2","1","2","1","3","3","2","J'aime toujours faire de la recherche","","Oui","<5","5 - 8","<5","<5","2","3","3","3","5","1","1","0","0","1","40/50/10","Je ne suis pas ou plus concerné","Je ne suis pas ou plus concerné","4","2","2",""
"382","15967690","4/13/2023 16:57","4/13/2023 16:57","4/13/2023 16:57","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (avec HDR)","> 10 ans","","> 10 ans","< 5 ans","< 5 ans","Université (y compris Ecole d'ingénieur d'Université)","","Rennes","une UFR avec une forte composante en informatique","151 - 200","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Par nécessité de service","<50","<50","0","6","4","3","3","5","5","5","5","5","5","NSPP","NC","4","NC","2","J'aime toujours enseigner mais un demi service me suffirait","On pourrait discuter de l'explosion de la charge des correction avec le passage au contrôle continu.","3","4","5","5","5","3","NC","0","3","1","2","2","4","4","4","NC","J'aime toujours faire de la recherche","","Oui","<5","<5","<5","<5","4","3","2","NC","4","NC","0","5","5","5","20/75/5","Je n'en ai aucune idée","Qui sait, sur un malentendu ...","5","5","5","Pour pouvoir apprécié la recherche il faut un temps suffisant pour lire/réfléchir/tester... 
J'ai eu l'impression d'avoir ce temps minimal uniquement l'année où j'étais en demi-délégation."
"383","15967811","4/13/2023 17:03","4/13/2023 17:03","4/13/2023 17:03","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 20 ans","> 10 ans","< 5 ans","IUT","","Strasbourg","un département d'informatique d'IUT","151 - 200","<50","<50","pluridiciplinaire avec une forte composante informatique",">300","50 - 100","30","","Oui","Un peu des deux","81 - 120","81 - 120","0","0","4","1","4","3","2","2","2","1","1","2","1","2","NC","3","J'aime toujours enseigner mais un demi service me suffirait","","3","3","4","4","4","2","NC","NC","3","2","2","2","2","3","3","NC","J'aime toujours faire de la recherche","","Non","","","","","","","","","","","","","","","40/50/10","Oui","Qui sait, sur un malentendu ...","4","2","2","C'était un beau métier dont les conditions de travail se dégradent."
"384","15967938","4/13/2023 17:08","4/13/2023 17:08","4/13/2023 17:08","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 20 ans","","> 20 ans","Sans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","Brest","une UFR avec une composante en informatique",">200","","","pluridiciplinaire avec une forte composante informatique","","","0","","Oui","Par nécessité de service","51 - 80","51 - 80","0","0","3","0","2","5","1","4","5","4","4","","1","1","","1","J'aime toujours enseigner","","2","1","2","1","3","1","0","0","4","4","4","4","2","2","2","","J'aime toujours faire de la recherche","","Oui","<5","9 - 15","","","1","5","4","0","5","","0","0","3","3","40/50/10","Non","Oui","4","3","2",""
"385","15968015","4/13/2023 17:12","4/13/2023 17:12","4/13/2023 17:12","0","0.0.0.0","0","Anonymous","Un homme","Autre statut","> 20 ans","","> 20 ans","Sans","< 5 ans","Ecole d'Ingénieurs (hors Université)","","Paris","une Ecole d'ingénieur avec une forte composante en Informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)","<50","<50","0","","Non","","","","0","0","3","2","4","3","3","4","5","5","5","NC","0","0","0","4","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","","2","1","5","0","0","1","1","1","1","4","4","4","0","0","0","0","J'aime toujours faire de la recherche","","Non","<5","<5","<5","<5","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","100/0/0","Je n'en ai aucune idée","Oui","1","1","1","Enseignant-chercheur comme son nom l'indique n'est pas un métier mais un cumul de deux métiers et comme son non ne l'indique pas de fait de 7 à 8 métiers: enseignant, responsable pédagogique, chercheur, fund-raiser, recruteur, encadrant de chercheur, manager d'équipe de recherche et souvent comptable aussi, faute d'équipe de gestion administrative de projets pérenne, motivée et compétente. Aussi passionné, brillant et/ou efficace que l'on puisse être cela mène inévitablement soit au burnout, soit à faire chacun de ses métiers sans qualité ni plaisir en mode ""cocher case de conformité au process"" et/ou illusionniste/imposteur."
"386","15968299","4/13/2023 17:27","4/13/2023 17:27","4/13/2023 17:27","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","> 20 ans","","> 10 ans","> 10 ans","entre 5 et 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","toulouse","une UFR avec une composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Par nécessité de service","81 - 120","121 - 150","0","0","4","4","2","5","4","4","3","1","1","4","2","3","NC","3","J'aime toujours enseigner","","1","2","4","0","3","1","NC","1","4","1","1","1","3","3","1","3","J'aime toujours faire de la recherche","Le nombre de sollicitations hors-recherche (enseignement, administratif et administration de la recherche) impacte défavorablement sur le temps effectivement disponible pour effectuer des vraies activités de recherche (hors écriture de rapports annuels, propositions de projets etc)","Oui","9 - 15","9 - 15","<5","<5","4","3","NC","NC","4","3","NSPP","NSPP","0","1","30/30/40","Oui","Oui","4","3","3",""
"387","15968483","4/13/2023 17:37","4/13/2023 17:37","4/13/2023 17:37","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 20 ans","","> 20 ans","Sans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","Grenoble","une Ecole d'ingénieur avec une forte composante en Informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","10","Votre question ""structure et école d'ingénieur"" me semble inadaptée pour le paysage Grenoblois.
Ensimag (sans personnalité moral, ce n'est pas mon employeur) \in Grenoble-INP (Grand établissement, mon employeur) \in Univ. Grenoble Alpes (Université expérimentale en transit vers Grand établissement) ","Oui","Un peu des deux","121 - 150","121 - 150","0","0","5","2","4","5","4","4","5","5","5","4","2","3","1","3","J'aime toujours enseigner","locaux et matériels n'ont rien à voir: locaux des années 1960 (2-3) et matériel neuf (5)","4","2","5","3","5","2","3","3","3","5","4","5","3","4","3","NC","J'aime toujours faire de la recherche","","Oui","5 - 8","<5","<5","","1","4","4","0","0","NSPP","0","0","0","2","50/50/0","Oui","Oui","5","4","4","Je suis MCF HC et j'ai déjà la RIPEC 3"
"388","15968498","4/13/2023 17:38","4/13/2023 17:38","4/13/2023 17:38","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 10 ans","> 10 ans","entre 5 et 10 ans","Ecole d'Ingénieurs (hors Université)","","Brest","une Ecole d'ingénieur avec une forte composante en Informatique","50 - 100","","101 - 150","pluridiciplinaire avec une forte composante informatique",">300","101 - 200","25","","Oui","Par nécessité de service","<50","51 - 80","0","0","1","1","2","2","2","3","3","2","1","NC","0","3","3","2","J'aime toujours enseigner","","2","1","1","0","2","0","0","0","0","1","0","0","0","2","1","1","J'aime toujours faire de la recherche","","Oui","5 - 8","","<5","","0","2","4","NSPP","2","0","1","0","0","2","40/50/10","Non","Non","3","2","3",""
"389","15969074","4/13/2023 18:11","4/13/2023 18:11","4/13/2023 18:11","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 20 ans","> 20 ans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Poitiers","une UFR avec une composante en informatique","101 - 150","50 - 100","","pluridiciplinaire sans composante informatique forte","201 - 300","<50","20","","Oui","Un peu des deux","<50","<50","0","6","2","4","5","2","1","4","4","4","2","3","0","4","NC","1","J'aime toujours enseigner","","1","1","4","3","2","0","0","NC","NC","4","1","4","0","4","2","NC","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","Problème de recrutement en informatique (doctorants, ingénieurs : peu de candidats, ils peuvent se permettre d'être ultra-sélectifs). J'ai passé un temps fou à déposer des projets et obtenir des financements, mais au final, impossible de trouver des candidats qui ont le niveau attendu (après un temps fou passé à prospecter et passer des entretiens). Alors à quoi bon ? Ma santé a fini par en pâtir à force de faire le boulot qui était prévu pour les personnes à recruter, d'où la réduction ""de fait"" de ma recherche (je ne déposerai plus de projet à l'avenir, le dernier date de 2020).","Non","","","<5","","3","0","NC","NC","NC","NC","NC","NC","NC","NC","50/40/10","Non","Non","3","1","2","Si le métier consistait effectivement en une 1/2 enseignement et une 1/2 recherche, cela irait parfaitement. Mais il faut désormais passer plus de temps à l'élaboration de ses cours avec changement d'approche/adaptation au public (pédagogie par projet qui est très chronophage en particulier en correction). Côté recherche, le dépôt des projets et leur gestion (finances, recrutement, suivi des personnels et restitutions des résultats) accapare le plus gros du temps consacré à la recherche. La production de nouvelles connaissances passe au second plan, faute de temps à y consacrer."
"390","15969611","4/13/2023 18:52","4/13/2023 18:52","4/13/2023 18:52","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 10 ans","","> 10 ans","entre 5 et 10 ans","< 5 ans","Université (y compris Ecole d'ingénieur d'Université)","","Besançon","une UFR avec une composante en informatique","151 - 200","<50",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300","101 - 200","0","","Oui","Par nécessité de service","51 - 80","<50","0","6","5","1","5","5","5","5","2","5","5","5","1","1","0","NSPP","J'aime toujours enseigner mais un demi service me suffirait","","4","1","5","2","3","0","0","NC","4","5","5","5","5","5","NC","NC","J'aime toujours faire de la recherche","Il manque peut être le choix :
J'ai réduit ma recherche en raison des responsabilités pédagogiques (Mention, HCERES, UE)... ","Oui","","9 - 15","","","1","5","5","0","5","NSPP","NSPP","0","3","NSPP","45/45/10","Oui","Oui","2","2","3","Très balancé : recherche passionnante, cours très intéressants, mais responsabilité harassantes."
"391","15969613","4/13/2023 18:52","4/13/2023 18:52","4/13/2023 18:52","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (sans HDR)","> 10 ans","","> 10 ans","Sans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200","","","pluridiciplinaire avec une forte composante informatique","","","10","","Oui","Par nécessité de service","51 - 80","51 - 80","0","0","3","2","1","3","2","5","4","4","2","3","0","0","0","0","J'aime toujours enseigner mais un demi service me suffirait","","NSPP","0","4","0","0","NSPP","NSPP","NSPP","NSPP","0","NSPP","NSPP","NSPP","NSPP","NSPP","NSPP","J'aime toujours faire de la recherche","j'aime toujours mais mon intégration thématique n'a pas été réussi initialement et ensuite l'enseignement et les charges administratives pédagogiques m'ont empêchées pendant plusieurs années de reprendre pied","Oui","<5",">15","<5","<5","4","4","3","5","5","0","0","NSPP","0","3","30/60/10","Non","Non","2","1","1","Trop de choses à faire, plus le temps de prendre le temps de faire bien les choses ni des choses qui nous intéressent réellement, dégradation considérable des moyens des universités, violence institutionnelle, injonctions aussi stupides que contradictoires, flicage permanent (dès fois qu'on ferait mal notre travail), épuisement pour faire tourner la machine **malgré** l'administration qui ne sert plus qu'à nous empêcher de faire notre travail correctement."
"392","15969660","4/13/2023 18:54","4/13/2023 18:54","4/13/2023 18:54","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 20 ans","","> 20 ans","Sans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)","201 - 300","201 - 300","0","","Oui","Par nécessité de service","<50","<50","0","0","4","4","5","4","2","4","4","4","4","4","2","2","2","3","J'aime toujours enseigner","","4","4","5","NSPP","5","5","3","3","5","5","5","3","3","NC","NC","NC","J'aime toujours faire de la recherche","","Oui","5 - 8","5 - 8","","","3","4","1","0","5","NSPP","5","2","3","3","35/50/15","Oui","Je ne suis pas ou plus concerné","5","2","3",""
"393","15969731","4/13/2023 19:00","4/13/2023 19:00","4/13/2023 19:00","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 20 ans","","> 20 ans","Sans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","Lille","une UFR avec une forte composante en informatique",">200","","","pluridiciplinaire avec une forte composante informatique","201 - 300","","10","","Oui","Un peu des deux","121 - 150","121 - 150","0","0","3","0","4","2","1","1","3","2","3","2","1","1","1","0","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","","1","0","4","1","0","0","0","0","0","4","3","2","1","0","0","0","J'aime toujours faire de la recherche","","Oui","<5","5 - 8","<5","<5","0","5","4","0","5","0","0","0","0","0","40/50/10","Non","Non","1","1","1",""
"394","15969801","4/13/2023 19:05","4/13/2023 19:05","4/13/2023 19:05","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 10 ans","","entre 5 et 10 ans","Sans","entre 5 et 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Paris","une UFR avec une forte composante en informatique","101 - 150","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Un peu des deux","81 - 120","81 - 120","0","0","2","1","3","3","3","4","4","4","4","4","3","3","3","4","J'aime toujours enseigner","","5","2","3","2","3","2","1","NC","NC","2","2","3","2","NC","NC","NC","S'il y a un moyen de ne plus en faire sans pénaliser ma carrière, ça m'intéresse","","Oui","<5","5 - 8","<5","<5","2","2","1","0","1","NC","NSPP","NSPP","4","4","45/45/10","Je n'en ai aucune idée","Qui sait, sur un malentendu ...","3","2","3",""
"395","15969875","4/13/2023 19:10","4/13/2023 19:10","4/13/2023 19:10","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 10 ans","","> 10 ans","Sans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Nantes","une UFR avec une composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300","201 - 300","60","","Oui","Un peu des deux","<50","51 - 80","0","18","3","2","3","3","2","4","4","3","3","3","1","3","3","3","J'aime toujours enseigner","","2","0","3","2","2","3","3","NC","2","4","4","4","2","2","4","2","J'aime toujours faire de la recherche","J'aime toujours faire de la recherche mais j'ai réduit pour des raisons de temps disponible (tâches administratives et charge d'enseignement trop chronophages)","Oui","9 - 15","9 - 15","5 - 8","<5","2","5","3","0","4","3","2","1","0","3","40/40/20","Oui","Non","5","3","3","Très intéressant, mais aussi très dur dans les conditions actuelles, donc peu attirant et pas forcément recommandable"
"396","15970256","4/13/2023 19:42","4/13/2023 19:42","4/13/2023 19:42","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (avec HDR)","> 10 ans","","> 10 ans","< 5 ans","> 10 ans","Ecole d'Ingénieurs (hors Université)","","Lyon","une Ecole d'ingénieur avec une forte composante en Informatique","50 - 100","50 - 100","","pluridiciplinaire avec une forte composante informatique","50 - 100","50 - 100","7","","Oui","Un peu des deux","bcp plus !","bcp plus !","0","0","5","2","4","5","4","4","5","1","2","5","2","4","4","1","J'aime toujours enseigner","","5","2","4","1","5","4","4","3","5","5","1","1","2","3","3","3","J'aime toujours faire de la recherche","","Oui","9 - 15","5 - 8","<5","<5","4","3","0","0","5","NSPP","NSPP","2","4","5","25/50/25","Je n'en ai aucune idée","Oui","4","2","2","C'est compliqué de conseiller le métier à un jeune. J'ai eu une proposition cette année pour aller dans l'industrie, pour faire de la recherche, le double de mon salaire actuel... Comment conseiller à un jeune de 25-30 ans de perdre 50% du salaire? Tant que les grilles de salaires MCF/PR resteront alignées entre les différentes disciplines, ça va être très compliqué pour l'informatique. Je comprends la logique de l'équité, mais il y a bien des disciplines (e.g. droit, médecine) avec des exceptions importantes. L'informatique devrait suivre le même chemin, car l'écart avec les salaires dans l'industrie est trop important aujourd'hui."
